"id_municipio";"uf";"municipio";"longitude";"latitude"
1269;"MA";"Pindaré-Mirim";-45.341988;-3.609851
1270;"MA";"Pinheiro";-45.078825;-2.522244
1271;"MA";"Pio XII";-45.175942;-3.893151
1272;"MA";"Pirapemas";-44.221632;-3.720412
1274;"MA";"Porto Franco";-47.396188;-6.34149
1275;"MA";"Porto Rico do Maranhão";-44.584229;-1.859247
1273;"MA";"Poção de Pedras";-44.943199;-4.74626
1276;"MA";"Presidente Dutra";-44.49498;-5.289801
1277;"MA";"Presidente Juscelino";-44.07148;-2.918724
1278;"MA";"Presidente Médici";-45.820014;-2.389908
1279;"MA";"Presidente Sarney";-45.359492;-2.587991
1280;"MA";"Presidente Vargas";-44.023403;-3.407866
1281;"MA";"Primeira Cruz";-43.423159;-2.505679
1282;"MA";"Raposa";-44.097343;-2.425399
1283;"MA";"Riachão";-46.622528;-7.358189
1284;"MA";"Ribamar Fiquene";-47.388777;-5.930666
1285;"MA";"Rosário";-44.253065;-2.934443
1286;"MA";"Sambaíba";-45.351506;-7.134473
1287;"MA";"Santa Filomena do Maranhão";-44.563763;-5.496706
1288;"MA";"Santa Helena";-45.289976;-2.244263
1289;"MA";"Santa Inês";-45.37745;-3.651118
1290;"MA";"Santa Luzia";-45.690026;-4.068726
1291;"MA";"Santa Luzia do Paruá";-45.780137;-2.511229
1293;"MA";"Santa Quitéria do Maranhão";-42.568771;-3.493085
1294;"MA";"Santa Rita";-44.321078;-3.142409
1292;"MA";"Santana do Maranhão";-42.406388;-3.109002
1295;"MA";"Santo Amaro do Maranhão";-43.238033;-2.500681
1296;"MA";"Santo Antônio dos Lopes";-44.365278;-4.866134
1321;"MA";"Satubinha";-45.245716;-4.049131
1322;"MA";"Senador Alexandre Costa";-44.053347;-5.250956
1323;"MA";"Senador La Rocque";-47.295941;-5.446098
1324;"MA";"Serrano do Maranhão";-45.120735;-1.852285
1326;"MA";"Sucupira do Norte";-44.191889;-6.478392
1327;"MA";"Sucupira do Riachão";-43.545472;-6.408584
1297;"MA";"São Benedito do Rio Preto";-43.52872;-3.335147
1298;"MA";"São Bento";-44.828927;-2.697812
1299;"MA";"São Bernardo";-42.41912;-3.372229
1300;"MA";"São Domingos do Azeitão";-44.650882;-6.814706
1301;"MA";"São Domingos do Maranhão";-44.382195;-5.580953
1303;"MA";"São Francisco do Brejão";-47.389018;-5.125844
1304;"MA";"São Francisco do Maranhão";-42.866767;-6.25159
1302;"MA";"São Félix de Balsas";-44.809249;-7.075345
1310;"MA";"São José de Ribamar";-44.059745;-2.54704
1311;"MA";"São José dos Basílios";-44.580937;-5.054931
1305;"MA";"São João Batista";-44.795324;-2.953978
1306;"MA";"São João do Carú";-46.250694;-3.550305
1307;"MA";"São João do Paraíso";-47.059355;-6.456341
1308;"MA";"São João do Soter";-43.816257;-5.10821
1309;"MA";"São João dos Patos";-43.703623;-6.4934
1312;"MA";"São Luís";-44.282513;-2.538742
1313;"MA";"São Luís Gonzaga do Maranhão";-44.665404;-4.385409
1314;"MA";"São Mateus do Maranhão";-44.470691;-4.037361
1315;"MA";"São Pedro da Água Branca";-48.429117;-5.084718
1316;"MA";"São Pedro dos Crentes";-46.531864;-6.823889
1317;"MA";"São Raimundo das Mangabeiras";-45.48088;-7.021834
1318;"MA";"São Raimundo do Doca Bezerra";-45.069554;-5.110532
1319;"MA";"São Roberto";-45.000992;-5.023096
1320;"MA";"São Vicente Ferrer";-44.868074;-2.894871
1325;"MA";"Sítio Novo";-46.703329;-5.876006
1328;"MA";"Tasso Fragoso";-45.753647;-8.466203
1329;"MA";"Timbiras";-43.931956;-4.255971
1330;"MA";"Timon";-42.83292;-5.097692
1331;"MA";"Trizidela do Vale";-44.628;-4.538
1332;"MA";"Tufilândia";-45.623781;-3.67355
1333;"MA";"Tuntum";-44.644367;-5.254761
1334;"MA";"Turiaçu";-45.379791;-1.658925
1335;"MA";"Turilândia";-45.304411;-2.216382
1336;"MA";"Tutóia";-42.275531;-2.761413
1337;"MA";"Urbano Santos";-43.387838;-3.206417
1338;"MA";"Vargem Grande";-43.91696;-3.536385
1339;"MA";"Viana";-44.991177;-3.20451
1340;"MA";"Vila Nova dos Martírios";-48.133611;-5.18889
1342;"MA";"Vitorino Freire";-45.250524;-4.281836
1341;"MA";"Vitória do Mearim";-44.864299;-3.451248
1343;"MA";"Zé Doca";-45.655344;-3.270145
1129;"MA";"Água Doce do Maranhão";-42.118903;-2.840479
1344;"MG";"Abadia dos Dourados";-47.391623;-18.483101
1345;"MG";"Abaeté";-45.444413;-19.155125
1346;"MG";"Abre Campo";-42.474304;-20.299647
1347;"MG";"Acaiaca";-43.143867;-20.359034
1351;"MG";"Aguanil";-45.391456;-20.943942
1354;"MG";"Aimorés";-41.074651;-19.500684
1355;"MG";"Aiuruoca";-44.604212;-21.973608
1356;"MG";"Alagoa";-44.641344;-22.170976
1357;"MG";"Albertina";-46.613912;-22.201775
1359;"MG";"Alfenas";-45.947727;-21.425629
1360;"MG";"Alfredo Vasconcelos";-43.771767;-21.153521
1361;"MG";"Almenara";-40.694163;-16.178459
1362;"MG";"Alpercata";-41.969998;-18.973994
1363;"MG";"Alpinópolis";-46.387797;-20.863059
1364;"MG";"Alterosa";-46.138666;-21.248752
1365;"MG";"Alto Caparaó";-41.873772;-20.43098
1366;"MG";"Alto Jequitibá";-41.966988;-20.420845
1367;"MG";"Alto Rio Doce";-43.406683;-21.028122
1368;"MG";"Alvarenga";-41.73174;-19.417403
1369;"MG";"Alvinópolis";-43.053487;-20.109771
1370;"MG";"Alvorada de Minas";-43.363807;-18.733362
1358;"MG";"Além Paraíba";-42.717588;-21.879703
1371;"MG";"Amparo da Serra";-42.800868;-20.505068
1372;"MG";"Andradas";-46.572372;-22.069487
1373;"MG";"Andrelândia";-44.31169;-21.741088
1374;"MG";"Angelândia";-42.264123;-17.727938
1375;"MG";"Antônio Carlos";-43.74513;-21.321031
1376;"MG";"Antônio Dias";-42.873243;-19.649096
1377;"MG";"Antônio Prado de Minas";-42.110937;-21.019183
1379;"MG";"Aracitaba";-43.37362;-21.344619
1381;"MG";"Araguari";-48.193392;-18.645575
1382;"MG";"Arantina";-44.255519;-21.910171
1383;"MG";"Araponga";-42.51785;-20.668608
1384;"MG";"Araporã";-49.184746;-18.435727
1385;"MG";"Arapuá";-46.148403;-19.026816
1387;"MG";"Araxá";-46.943804;-19.590176
1378;"MG";"Araçaí";-44.249309;-19.195507
1380;"MG";"Araçuaí";-42.0637;-16.85232
1386;"MG";"Araújos";-45.167115;-19.940519
1388;"MG";"Arceburgo";-46.940056;-21.358984
1389;"MG";"Arcos";-45.537345;-20.286333
1390;"MG";"Areado";-46.142071;-21.357186
1391;"MG";"Argirita";-42.829162;-21.60827
1392;"MG";"Aricanduva";-42.553263;-17.866642
1393;"MG";"Arinos";-46.104324;-15.918743
1394;"MG";"Astolfo Dutra";-42.857204;-21.318439
1395;"MG";"Ataléia";-41.114901;-18.043805
1396;"MG";"Augusto de Lima";-44.265523;-18.099714
1348;"MG";"Açucena";-42.541881;-19.067105
1397;"MG";"Baependi";-44.887426;-21.956994
1398;"MG";"Baldim";-43.961331;-19.283197
1399;"MG";"Bambuí";-45.97537;-20.016618
1400;"MG";"Bandeira";-40.562163;-15.878315
1401;"MG";"Bandeira do Sul";-46.383347;-21.730798
1404;"MG";"Barbacena";-43.770266;-21.221446
1405;"MG";"Barra Longa";-43.040168;-20.286866
1406;"MG";"Barroso";-43.972039;-21.190659
1402;"MG";"Barão de Cocais";-43.475524;-19.938943
1403;"MG";"Barão de Monte Alto";-42.237185;-21.244403
1407;"MG";"Bela Vista de Minas";-43.092164;-19.83021
1408;"MG";"Belmiro Braga";-43.408419;-21.943992
1409;"MG";"Belo Horizonte";-43.926572;-19.910183
1410;"MG";"Belo Oriente";-42.482795;-19.219906
1411;"MG";"Belo Vale";-44.027462;-20.407725
1412;"MG";"Berilo";-42.46062;-16.95669
1413;"MG";"Berizal";-41.743202;-15.610028
1414;"MG";"Bertópolis";-40.579973;-17.059009
1415;"MG";"Betim";-44.200775;-19.966827
1416;"MG";"Bias Fortes";-43.757366;-21.601961
1417;"MG";"Bicas";-43.055958;-21.723164
1418;"MG";"Biquinhas";-45.497372;-18.77541
1419;"MG";"Boa Esperança";-45.561203;-21.092723
1420;"MG";"Bocaina de Minas";-44.397181;-22.169687
1421;"MG";"Bocaiúva";-43.810433;-17.113544
1422;"MG";"Bom Despacho";-45.262167;-19.738621
1423;"MG";"Bom Jardim de Minas";-44.188498;-21.947875
1424;"MG";"Bom Jesus da Penha";-46.517369;-21.014786
1425;"MG";"Bom Jesus do Amparo";-43.478225;-19.70543
1426;"MG";"Bom Jesus do Galho";-42.316472;-19.836006
1427;"MG";"Bom Repouso";-46.144036;-22.467494
1428;"MG";"Bom Sucesso";-44.753745;-21.032875
1429;"MG";"Bonfim";-44.236565;-20.330215
1430;"MG";"Bonfinópolis de Minas";-45.983859;-16.568034
1431;"MG";"Bonito de Minas";-44.754267;-15.323129
1432;"MG";"Borda da Mata";-46.165349;-22.270701
1433;"MG";"Botelhos";-46.391006;-21.641157
1434;"MG";"Botumirim";-43.008578;-16.865741
1435;"MG";"Brasilândia de Minas";-46.00811;-16.999868
1436;"MG";"Brasília de Minas";-44.429897;-16.210382
1437;"MG";"Brasópolis";-45.612995;-22.470019
1439;"MG";"Braúnas";-42.709896;-19.05616
1440;"MG";"Brumadinho";-44.200675;-20.150989
1438;"MG";"Brás Pires";-43.240556;-20.841912
1441;"MG";"Bueno Brandão";-46.349102;-22.438321
1442;"MG";"Buenópolis";-44.177504;-17.874432
1443;"MG";"Bugre";-42.255184;-19.423063
1444;"MG";"Buritis";-46.422078;-15.621802
1445;"MG";"Buritizeiro";-44.960581;-17.365588
1446;"MG";"Cabeceira Grande";-47.086153;-16.03351
1447;"MG";"Cabo Verde";-46.391857;-21.469945
1451;"MG";"Cachoeira Dourada";-49.503876;-18.516147
1448;"MG";"Cachoeira da Prata";-44.454383;-19.520967
1449;"MG";"Cachoeira de Minas";-45.780866;-22.351107
1450;"MG";"Cachoeira de Pajeú";-41.494766;-15.968828
1452;"MG";"Caetanópolis";-44.418871;-19.297075
1453;"MG";"Caeté";-43.670353;-19.88261
1454;"MG";"Caiana";-41.929208;-20.695579
1455;"MG";"Cajuri";-42.792504;-20.790301
1456;"MG";"Caldas";-46.384314;-21.918309
1457;"MG";"Camacho";-45.159327;-20.629367
1458;"MG";"Camanducaia";-46.149444;-22.751534
1460;"MG";"Cambuquira";-45.289572;-21.853985
1459;"MG";"Cambuí";-46.057228;-22.611537
1462;"MG";"Campanha";-45.400394;-21.835977
1461;"MG";"Campanário";-41.735506;-18.24271
1463;"MG";"Campestre";-46.23808;-21.707874
1464;"MG";"Campina Verde";-49.486247;-19.53815
1465;"MG";"Campo Azul";-44.809624;-16.502805
1466;"MG";"Campo Belo";-45.269892;-20.893182
1468;"MG";"Campo Florido";-48.571623;-19.763085
1467;"MG";"Campo do Meio";-45.827333;-21.112735
1469;"MG";"Campos Altos";-46.172545;-19.691378
1470;"MG";"Campos Gerais";-45.7569;-21.237025
1473;"MG";"Cana Verde";-45.180062;-21.023207
1471;"MG";"Canaã";-42.616676;-20.686889
1474;"MG";"Candeias";-45.276465;-20.769222
1475;"MG";"Cantagalo";-42.622259;-18.524772
1472;"MG";"Canápolis";-49.20355;-18.721229
1476;"MG";"Caparaó";-41.906063;-20.528897
1477;"MG";"Capela Nova";-43.621961;-20.917906
1478;"MG";"Capelinha";-42.514705;-17.688792
1479;"MG";"Capetinga";-47.057141;-20.616314
1480;"MG";"Capim Branco";-44.130351;-19.547067
1481;"MG";"Capinópolis";-49.570618;-18.686221
1482;"MG";"Capitão Andrade";-41.861414;-19.074835
1483;"MG";"Capitão Enéas";-43.708443;-16.32654
1484;"MG";"Capitólio";-46.049257;-20.616373
1485;"MG";"Caputira";-42.26832;-20.170342
1487;"MG";"Caranaíba";-43.741716;-20.870663
1488;"MG";"Carandaí";-43.811002;-20.956604
1489;"MG";"Carangola";-42.031348;-20.734348
1490;"MG";"Caratinga";-42.129217;-19.786805
1486;"MG";"Caraí";-41.700359;-17.186161
1491;"MG";"Carbonita";-43.013688;-17.525492
1492;"MG";"Careaçu";-45.696011;-22.042379
1493;"MG";"Carlos Chagas";-40.772276;-17.697335
1495;"MG";"Carmo da Cachoeira";-45.220065;-21.463291
1496;"MG";"Carmo da Mata";-44.8735;-20.557532
1497;"MG";"Carmo de Minas";-45.13069;-22.120366
1498;"MG";"Carmo do Cajuru";-44.76643;-20.19117
1499;"MG";"Carmo do Paranaíba";-46.316735;-18.990952
1500;"MG";"Carmo do Rio Claro";-46.114925;-20.973609
1494;"MG";"Carmésia";-43.138248;-19.087718
1501;"MG";"Carmópolis de Minas";-44.633558;-20.539562
1502;"MG";"Carneirinho";-50.689441;-19.698701
1503;"MG";"Carrancas";-44.64457;-21.489765
1505;"MG";"Carvalhos";-44.463164;-22.000003
1504;"MG";"Carvalhópolis";-45.842127;-21.773534
1506;"MG";"Casa Grande";-43.934306;-20.792521
1507;"MG";"Cascalho Rico";-47.871643;-18.577169
1509;"MG";"Cataguases";-42.689647;-21.39239
1510;"MG";"Catas Altas";-43.406115;-20.073403
1511;"MG";"Catas Altas da Noruega";-43.493876;-20.690073
1512;"MG";"Catuji";-41.52764;-17.301807
1513;"MG";"Catuti";-42.962704;-15.361574
1514;"MG";"Caxambu";-44.931855;-21.975253
1515;"MG";"Cedro do Abaeté";-45.711994;-19.145767
1516;"MG";"Central de Minas";-41.314331;-18.761195
1517;"MG";"Centralina";-49.201397;-18.585217
1519;"MG";"Chalé";-41.689714;-20.045328
1521;"MG";"Chapada Gaúcha";-45.611616;-15.301373
1520;"MG";"Chapada do Norte";-42.539187;-17.088119
1522;"MG";"Chiador";-43.061671;-21.999572
1518;"MG";"Chácara";-43.21499;-21.673256
1523;"MG";"Cipotânea";-43.362904;-20.902598
1524;"MG";"Claraval";-47.276828;-20.397011
1525;"MG";"Claro dos Poções";-44.206097;-17.08203
1526;"MG";"Cláudio";-44.767332;-20.443672
1527;"MG";"Coimbra";-42.800807;-20.853505
1528;"MG";"Coluna";-42.835185;-18.23108
1529;"MG";"Comendador Gomes";-49.078894;-19.697342
1530;"MG";"Comercinho";-41.794536;-16.296258
1531;"MG";"Conceição da Aparecida";-46.20491;-21.096024
1532;"MG";"Conceição da Barra de Minas";-44.472901;-21.131558
1533;"MG";"Conceição das Alagoas";-48.38394;-19.917155
1534;"MG";"Conceição das Pedras";-45.456238;-22.157647
1535;"MG";"Conceição de Ipanema";-41.690756;-19.932584
1536;"MG";"Conceição do Mato Dentro";-43.422082;-19.03441
1537;"MG";"Conceição do Pará";-44.894511;-19.745599
1538;"MG";"Conceição do Rio Verde";-45.08703;-21.877836
1539;"MG";"Conceição dos Ouros";-45.799599;-22.407845
1541;"MG";"Confins";-43.993148;-19.628183
1542;"MG";"Congonhal";-46.043031;-22.148753
1543;"MG";"Congonhas";-43.851012;-20.495844
1544;"MG";"Congonhas do Norte";-43.67672;-18.802053
1545;"MG";"Conquista";-47.549196;-19.931182
1546;"MG";"Conselheiro Lafaiete";-43.784609;-20.663445
1547;"MG";"Conselheiro Pena";-41.473554;-19.178914
1548;"MG";"Consolação";-45.925459;-22.54929
1549;"MG";"Contagem";-44.05392;-19.932079
1550;"MG";"Coqueiral";-45.436568;-21.185757
1551;"MG";"Coração de Jesus";-44.363517;-16.684067
1552;"MG";"Cordisburgo";-44.322415;-19.122393
1553;"MG";"Cordislândia";-45.699879;-21.789099
1554;"MG";"Corinto";-44.454181;-18.368967
1555;"MG";"Coroaci";-42.279099;-18.61557
1556;"MG";"Coromandel";-47.193348;-18.473364
1557;"MG";"Coronel Fabriciano";-42.627585;-19.517879
1558;"MG";"Coronel Murta";-42.183952;-16.614847
1559;"MG";"Coronel Pacheco";-43.255989;-21.589751
1560;"MG";"Coronel Xavier Chaves";-44.2206;-21.027724
1565;"MG";"Couto de Magalhães de Minas";-43.464821;-18.07272
1567;"MG";"Cristais";-45.516727;-20.87328
1569;"MG";"Cristiano Otoni";-43.816552;-20.832421
1570;"MG";"Cristina";-45.267266;-22.207982
1568;"MG";"Cristália";-42.85712;-16.716014
1566;"MG";"Crisólita";-40.918392;-17.238124
1571;"MG";"Crucilândia";-44.333425;-20.392314
1572;"MG";"Cruzeiro da Fortaleza";-46.666891;-18.944029
1573;"MG";"Cruzília";-44.806678;-21.839985
1574;"MG";"Cuparaque";-41.098621;-18.964827
1575;"MG";"Curral de Dentro";-41.855684;-15.932709
1576;"MG";"Curvelo";-44.430259;-18.752731
1508;"MG";"Cássia";-46.920122;-20.583061
1561;"MG";"Córrego Danta";-45.903228;-19.819775
1563;"MG";"Córrego Fundo";-45.561742;-20.447422
1564;"MG";"Córrego Novo";-42.398816;-19.836096
1562;"MG";"Córrego do Bom Jesus";-46.024113;-22.626882
1540;"MG";"Cônego Marinho";-44.418059;-15.289172
1577;"MG";"Datas";-43.659085;-18.447761
1578;"MG";"Delfim Moreira";-45.279231;-22.503632
1579;"MG";"Delfinópolis";-46.845554;-20.34677
1580;"MG";"Delta";-47.78408;-19.972143
1581;"MG";"Descoberto";-42.961766;-21.45999
1582;"MG";"Desterro de Entre Rios";-44.333388;-20.66504
1583;"MG";"Desterro do Melo";-43.517834;-21.142995
1584;"MG";"Diamantina";-43.603099;-18.241315
1585;"MG";"Diogo de Vasconcelos";-43.195253;-20.487903
1586;"MG";"Dionísio";-42.770087;-19.843252
1588;"MG";"Divino";-42.143801;-20.613405
1589;"MG";"Divino das Laranjeiras";-41.478081;-18.775491
1590;"MG";"Divinolândia de Minas";-42.610345;-18.80038
1587;"MG";"Divinésia";-43.000263;-20.991709
1591;"MG";"Divinópolis";-44.891223;-20.144646
1592;"MG";"Divisa Alegre";-41.346291;-15.722071
1593;"MG";"Divisa Nova";-46.190385;-21.50916
1594;"MG";"Divisópolis";-40.99969;-15.72535
1595;"MG";"Dom Bosco";-46.259725;-16.651957
1596;"MG";"Dom Cavati";-42.112132;-19.373457
1597;"MG";"Dom Joaquim";-43.254382;-18.961036
1598;"MG";"Dom Silvério";-42.962673;-20.162726
1599;"MG";"Dom Viçoso";-45.164317;-22.25111
1600;"MG";"Dona Eusébia";-42.807048;-21.319
1601;"MG";"Dores de Campos";-44.02068;-21.113944
1602;"MG";"Dores de Guanhães";-42.925373;-19.051607
1603;"MG";"Dores do Indaiá";-45.592741;-19.462789
1604;"MG";"Dores do Turvo";-43.18343;-20.978477
1605;"MG";"Doresópolis";-45.900725;-20.286828
1606;"MG";"Douradoquara";-47.59931;-18.433784
1607;"MG";"Durandé";-41.79772;-20.205817
1608;"MG";"Elói Mendes";-45.569064;-21.608806
1609;"MG";"Engenheiro Caldas";-42.050305;-19.206497
1610;"MG";"Engenheiro Navarro";-43.946966;-17.283128
1611;"MG";"Entre Folhas";-42.230555;-19.621811
1612;"MG";"Entre Rios de Minas";-44.065392;-20.67063
1613;"MG";"Ervália";-42.654422;-20.840258
1614;"MG";"Esmeraldas";-44.306485;-19.76402
1615;"MG";"Espera Feliz";-41.911927;-20.650762
1616;"MG";"Espinosa";-42.809015;-14.924948
1617;"MG";"Espírito Santo do Dourado";-45.95477;-22.045368
1618;"MG";"Estiva";-46.01905;-22.457694
1619;"MG";"Estrela Dalva";-42.45743;-21.741231
1620;"MG";"Estrela do Indaiá";-45.78595;-19.516888
1621;"MG";"Estrela do Sul";-47.695643;-18.73994
1622;"MG";"Eugenópolis";-42.187834;-21.100153
1623;"MG";"Ewbank da Câmara";-43.506803;-21.549819
1624;"MG";"Extrema";-46.317816;-22.853991
1625;"MG";"Fama";-45.828617;-21.408898
1626;"MG";"Faria Lemos";-42.021317;-20.809745
1628;"MG";"Felisburgo";-40.760502;-16.634828
1629;"MG";"Felixlândia";-44.900376;-18.750669
1627;"MG";"Felício dos Santos";-43.242206;-18.075546
1630;"MG";"Fernandes Tourinho";-42.080259;-19.154087
1631;"MG";"Ferros";-43.019232;-19.234309
1632;"MG";"Fervedouro";-42.278997;-20.726
1633;"MG";"Florestal";-44.431758;-19.888043
1634;"MG";"Formiga";-45.426793;-20.461819
1635;"MG";"Formoso";-46.237075;-14.944633
1636;"MG";"Fortaleza de Minas";-46.712029;-20.850765
1637;"MG";"Fortuna de Minas";-44.447177;-19.557755
1638;"MG";"Francisco Badaró";-42.356813;-16.988284
1639;"MG";"Francisco Dumont";-44.23171;-17.310678
1641;"MG";"Francisco Sá";-43.489615;-16.482729
1640;"MG";"Franciscópolis";-42.009382;-17.957766
1642;"MG";"Frei Gaspar";-41.432522;-18.070898
1643;"MG";"Frei Inocêncio";-41.912087;-18.555602
1644;"MG";"Frei Lagonegro";-42.761711;-18.1751
1645;"MG";"Fronteira";-49.198423;-20.274848
1646;"MG";"Fronteira dos Vales";-40.922992;-16.889807
1647;"MG";"Fruta de Leite";-42.528772;-16.122458
1648;"MG";"Frutal";-48.935497;-20.025875
1649;"MG";"Funilândia";-44.060976;-19.36613
1650;"MG";"Galiléia";-41.538653;-19.000464
1651;"MG";"Gameleiras";-43.124982;-15.082855
1652;"MG";"Glaucilândia";-43.691952;-16.848056
1653;"MG";"Goiabeira";-41.223526;-18.980659
1654;"MG";"Goianá";-43.195664;-21.536045
1656;"MG";"Gonzaga";-42.476908;-18.819608
1655;"MG";"Gonçalves";-45.855566;-22.654535
1657;"MG";"Gouveia";-43.742294;-18.451944
1658;"MG";"Governador Valadares";-41.95553;-18.854452
1660;"MG";"Grupiara";-47.731787;-18.500302
1659;"MG";"Grão Mogol";-42.892306;-16.566232
1661;"MG";"Guanhães";-42.931231;-18.771284
1662;"MG";"Guapé";-45.915233;-20.763079
1663;"MG";"Guaraciaba";-43.009389;-20.571571
1664;"MG";"Guaraciama";-43.667525;-17.014173
1666;"MG";"Guarani";-43.032777;-21.356334
1665;"MG";"Guaranésia";-46.796352;-21.300921
1667;"MG";"Guarará";-43.033434;-21.730352
1668;"MG";"Guarda-Mor";-47.099756;-17.767307
1669;"MG";"Guaxupé";-46.708053;-21.305007
1670;"MG";"Guidoval";-42.788746;-21.155034
1671;"MG";"Guimarânia";-46.790145;-18.84246
1672;"MG";"Guiricema";-42.720659;-21.00985
1673;"MG";"Gurinhatã";-49.787631;-19.214281
1674;"MG";"Heliodora";-45.545325;-22.064401
1675;"MG";"Iapu";-42.214725;-19.438704
1676;"MG";"Ibertioga";-43.963896;-21.433032
1678;"MG";"Ibiaí";-44.904622;-16.859077
1679;"MG";"Ibiracatu";-44.166707;-15.660525
1680;"MG";"Ibiraci";-47.12215;-20.461058
1681;"MG";"Ibirité";-44.056882;-20.025188
1682;"MG";"Ibitiúra de Minas";-46.43681;-22.060402
1683;"MG";"Ibituruna";-44.747913;-21.15414
1677;"MG";"Ibiá";-46.547406;-19.474948
1684;"MG";"Icaraí de Minas";-44.903359;-16.213968
1685;"MG";"Igarapé";-44.299449;-20.070671
1686;"MG";"Igaratinga";-44.706324;-19.947597
1687;"MG";"Iguatama";-45.711114;-20.17763
1688;"MG";"Ijaci";-44.923265;-21.173785
1689;"MG";"Ilicínea";-45.830849;-20.940222
1690;"MG";"Imbé de Minas";-41.969455;-19.601721
1691;"MG";"Inconfidentes";-46.326412;-22.313561
1692;"MG";"Indaiabira";-42.200514;-15.491056
1693;"MG";"Indianópolis";-47.915457;-19.034141
1694;"MG";"Ingaí";-44.915158;-21.402428
1695;"MG";"Inhapim";-42.114721;-19.54755
1696;"MG";"Inhaúma";-44.393394;-19.489843
1697;"MG";"Inimutaba";-44.358373;-18.727128
1698;"MG";"Ipaba";-42.413923;-19.415819
1699;"MG";"Ipanema";-41.716449;-19.799152
1700;"MG";"Ipatinga";-42.547612;-19.470275
1701;"MG";"Ipiaçu";-49.943614;-18.692716
1702;"MG";"Ipuiúna";-46.191495;-22.101264
1703;"MG";"Iraí de Minas";-47.460972;-18.981948
1704;"MG";"Itabira";-43.23123;-19.623936
1705;"MG";"Itabirinha";-41.232597;-18.569104
1706;"MG";"Itabirito";-43.803846;-20.250132
1707;"MG";"Itacambira";-43.306933;-17.062469
1708;"MG";"Itacarambi";-44.095005;-15.089028
1709;"MG";"Itaguara";-44.487507;-20.394695
1710;"MG";"Itaipé";-41.669654;-17.401419
1711;"MG";"Itajubá";-45.459818;-22.422481
1712;"MG";"Itamarandiba";-42.85612;-17.855157
1713;"MG";"Itamarati de Minas";-42.812969;-21.417935
1714;"MG";"Itambacuri";-41.682979;-18.03496
1715;"MG";"Itambé do Mato Dentro";-43.31825;-19.415761
1716;"MG";"Itamogi";-47.045962;-21.075824
1717;"MG";"Itamonte";-44.868021;-22.285912
1718;"MG";"Itanhandu";-44.938243;-22.294191
1719;"MG";"Itanhomi";-41.863017;-19.173587
1720;"MG";"Itaobim";-41.501692;-16.55707
1721;"MG";"Itapagipe";-49.378137;-19.906163
1722;"MG";"Itapecerica";-45.126994;-20.470372
1723;"MG";"Itapeva";-46.224053;-22.766488
1724;"MG";"Itatiaiuçu";-44.421081;-20.198257
1727;"MG";"Itaverava";-43.614106;-20.676853
1725;"MG";"Itaú de Minas";-46.752512;-20.737499
1726;"MG";"Itaúna";-44.580112;-20.081798
1728;"MG";"Itinga";-41.767194;-16.609972
1729;"MG";"Itueta";-41.174619;-19.399935
1730;"MG";"Ituiutaba";-49.463945;-18.977191
1731;"MG";"Itumirim";-44.872364;-21.317054
1732;"MG";"Iturama";-50.19656;-19.727566
1733;"MG";"Itutinga";-44.656731;-21.300017
1734;"MG";"Jaboticatubas";-43.737257;-19.511938
1735;"MG";"Jacinto";-40.294991;-16.142756
1737;"MG";"Jacutinga";-46.616575;-22.28597
1736;"MG";"Jacuí";-46.73588;-21.013662
1738;"MG";"Jaguaraçu";-42.74982;-19.647001
1740;"MG";"Jampruca";-41.809049;-18.461016
1741;"MG";"Janaúba";-43.313168;-15.802228
1742;"MG";"Januária";-44.363889;-15.480154
1743;"MG";"Japaraíba";-45.50151;-20.144184
1744;"MG";"Japonvar";-44.275829;-15.989139
1739;"MG";"Jaíba";-43.668802;-15.343224
1745;"MG";"Jeceaba";-43.989394;-20.533852
1746;"MG";"Jenipapo de Minas";-42.258934;-17.083129
1747;"MG";"Jequeri";-42.665064;-20.454229
1748;"MG";"Jequitaí";-44.437588;-17.229025
1749;"MG";"Jequitibá";-44.0304;-19.234491
1750;"MG";"Jequitinhonha";-41.011717;-16.437482
1751;"MG";"Jesuânia";-45.291122;-21.988655
1753;"MG";"Joanésia";-42.677481;-19.172897
1756;"MG";"Joaquim Felício";-44.164274;-17.758022
1752;"MG";"Joaíma";-41.022873;-16.652189
1757;"MG";"Jordânia";-40.184051;-15.900924
1759;"MG";"Josenópolis";-42.515056;-16.541697
1758;"MG";"José Gonçalves de Minas";-42.601384;-16.905329
1760;"MG";"José Raydan";-42.494643;-18.219505
1754;"MG";"João Monlevade";-43.173463;-19.812646
1755;"MG";"João Pinheiro";-46.17154;-17.739768
1761;"MG";"Juatuba";-44.34505;-19.94484
1762;"MG";"Juiz de Fora";-43.339759;-21.75952
1763;"MG";"Juramento";-43.586457;-16.847322
1764;"MG";"Juruaia";-46.573541;-21.24931
1765;"MG";"Juvenília";-44.159656;-14.266238
1766;"MG";"Ladainha";-41.748824;-17.627886
1767;"MG";"Lagamar";-46.806343;-18.175918
1770;"MG";"Lagoa Dourada";-44.079717;-20.913858
1771;"MG";"Lagoa Formosa";-46.401236;-18.771489
1772;"MG";"Lagoa Grande";-46.516519;-17.832265
1773;"MG";"Lagoa Santa";-43.893216;-19.63967
1768;"MG";"Lagoa da Prata";-45.540149;-20.023728
1769;"MG";"Lagoa dos Patos";-44.575374;-16.977954
1774;"MG";"Lajinha";-41.622818;-20.153941
